
modalitatatile actului juridic civil  -  a polgari jogugylet modozata a polgari jogugyletbe foglalt elemek, amelyek a jogugylet hatasit befolyasoljak. ide tartozik a hatarido, a feltetel es a teher. lasd: termen, conditie, sarcina. (frrs: +ransindex 7ogi)
novatie  -  megujitas, novacio kotelem megujitasa. a novacioval a felek a regi kotelmet megszuntetik, es egy uj kotelmet hoznak helyette letre. (frrs: +ransindex 7ogi)
nud proprietar  -  puszta tulajdonos a haszonelvezeti jog elvonja a birtoklas es a hasznalat jogosultsagat, es csak a puszta tulajdon marad meg. (frrs: +ransindex 7ogi)
nul  -  semmis, ervenytelen (frrs: +ransindex 7ogi)
nulitate  -  semmisseg, ervenytelenseg a torvenynek a jogugylet altali, annak megkotese pillanataban torteno megsertesenek szankcioja. megfosztja a jogugyletet azon hatasatol, amely az ervenyes megkotesere vonatkozo jogi normakkal ellentetes. a kozigazgatasi jogban a kozigazgatasi aktusnak sulyos hibaja, amely vegett joghatas kivaltasara alkalmatlan. (frrs: +ransindex 7ogi)
nulitate absoluta  -  feltetlen semmisseg, abszolut semmisseg azon semmisseg, amely abban az esetben kovetkezik be, amikor a jogugylet megkotesenek pillanataban olyan jogszabalyt sertenek meg, amely altalanos erdeket ved. (frrs: +ransindex 7ogi)
nulitate de fond  -  erdemi semmisseg lasd meg:  . az a semmisseg, amely a jogugyletre vonatkozo erdemi feltetel tiszteletben nem tartasat szanckionalja (frrs: +ransindex 7ogi)
nulitate de forma  -  alaki semmisseg azon semmisseg, amelye az ervenyessegi feltetelt jelento alakisag tiszteletben nem tartasat szankcionalja. (frrs: +ransindex 7ogi)
nulitate expresa  -  kifejezett semmisseg az a semmisseg, amelyet a torveny kifejezetten eloir. (frrs: +ransindex 7ogi)
nulitate partiala  -  reszleges semmisseg az a semmisseg, amely csak reszben semmisiti meg a jogugylet hatasait. amikor egy jogugylet egy vagy tobb resze nem mond ellent a torvenynek, a semmisseg csak azokat a reszeket erinti, amelyek torvenyellenesek, a tobbi resz es az altaluk kivaltott hatas ervenyes marad. (frrs: +ransindex 7ogi)
nulitate relativa  -  viszonylagos semmisseg azon semmisseg, amely abban az esetben kovetkezik be, amikor a jogugylet megkotesenek pillanataban olyan jogszabalyt sertenek meg, amely szemelyes erdeket ved. (frrs: +ransindex 7ogi)
nulitate totala  -  teljes semmisseg az a semmisseg, amely teljes egeszeben megsemmisiti a jogugyletet, a jogugylet alapjan bekovetkezett vagy bekovetkezendo egyetlen hatas sem ervenyesitheto. (frrs: +ransindex 7ogi)
nulitate virtuala  -  virtualis semmisseg az a semmisseg, amelyet a jogszabaly kifejezetten nem ir elo, de ketsegtelenul kovetkezik a jogugylet ervenyessegi felteteleit szabalyozo torvenybol. (frrs: +ransindex 7ogi)
numar cadastral  -  kataszteri szam (frrs: +ransindex 7ogi)
numar topografic  -  helyrajzi szam (frrs: +ransindex 7ogi)
nume  -  nev nem vagyoni, abszolut, elevulhetetlen es elidegenithetlen alanyi jog, amit egy vagy tobb szo juttat kifejezesre, a fizikai szemely egyeniesitesere es azonositasara szolgal. jogintezmeny, amely a fizikai szemelyek nyilvantartasat es azonositasat biztositja. (frrs: +ransindex 7ogi)
nume de familie  -  csaladnev a nev alkoto eleme, amely mindenekelott a fizikai szemelyeknek a tarsadalomban torteno azonositasara szolgal. (frrs: +ransindex 7ogi)
obiectul actului juridic civil  -  a polgari jogugylet targya (frrs: +ransindex 7ogi)
obiectul raportului juridic civil  -  a polgari jogviszony targya az a cselekmeny vagy nem teves amelyre az aktiv jogalany jogosult es amelyre a passziv jogalany kotelezett. (frrs: +ransindex 7ogi)
obligatie  -  1. kotelem 2. kotelezettseg a kotelem olyan jogviszony, amely alapjan az egyik fel, a jogosult vagy hitelezo a masik feltol, a kotelezettol vagy adostol bizonyos magatartast kovetelhet (adas, teves, tartozkodas), es nem teljesites eseten az allami kenyszerito hatalmat hivhatja segitsegul. (frrs: +ransindex 7ogi)
obligatie alternativa  -  vagylagos kotelem a kotelemben ket vagy tobb szolgaltatas van meghatarozva, amelyek kozul az ados ha az egyiket teljesiti, akkor teljesitette a kotelezettseget. a valasztas joga a felek megallapodasatol fugg, ennek hianyaban az ados barmelyik alternativ kotelezettseg teljesiteset valaszthatja. (frrs: +ransindex 7ogi)
obligatie conjuncta  -  reszekre osztott kotelem (frrs: +ransindex 7ogi)
obligatie naturala  -  termeszetes kotelem, nem perelheto kotelem, naturalis obligatio ebbe a kategoriaba tartoznak peldaul az elevult kovetelesek. az allam kenyszerito hatalma nem hivhato segitsegul ezen kovetelesek ervenyesitese erdekeben, de a jog elismeri a teljesitest. az onkentesen teljesitett termeszetes kotelem nem igenyelheto vissza. (frrs: +ransindex 7ogi)
obligatie solidara  -  egyetemleges kotelem (frrs: +ransindex 7ogi)
obligatiune  -  kotveny (frrs: +ransindex 7ogi)
ocupatiune  -  foglalas a tulajdonszerzesnek az a modja, melynel fogva valaki tulajdonszerzesi szandekkal vesz birtokba olyan dolgot, mely senkinek tulajdonaban sincs. a foglalas az egyetlen eredeti szerzesmod, mert a tulajdon ugy szerezheto meg, hogy nincs szukseg atruhazasra. (frrs: +ransindex 7ogi)
oferta  -  ajanlat olyan nyilatkozat, amellyel az egyik fel szerzodes koteset kezdemenyezi. az ajanlatnak tartalmaznia kell a megkotendo szerzodes lenyeges elemeit. lasd meg: acceptarea ofertei. (frrs: +ransindex 7ogi)
oficiului national al registrului comertului  -  orszagos kereskedelmi jegyzekhivatal a cegnyilvantartast vegzo kozigazgatasi hatosag. (frrs: +ransindex 7ogi)
ofiter de stare civila  -  anyakonyvvezeto (frrs: +ransindex 7ogi)
opozabil  -  szembeallithato, ervenyesitheto, ellentvetheto (frrs: +ransindex 7ogi)
oralitatea dezbaterilor  -  a targyalasok szobelisege (frrs: +ransindex 7ogi)
ordin de plata  -  fizetesi utasitas, fizetesi utalvany (frrs: +ransindex 7ogi)
ordonanta  -  rendelet (frrs: +ransindex 7ogi)
ordonanta de somatia de plata  -  fizetesi felszolitasi rendelet, fizetesi meghagyasi rendelet (frrs: +ransindex 7ogi)
ordonanta de urgenta  -  surgossegi (kormany)rendelet (frrs: +ransindex 7ogi)
ordonanta emisa pe baza de abilitare parlamentara  -  parlamenti felhatalmazas alapjan kibocsatott (kormany)rendelet (frrs: +ransindex 7ogi)
ordonanta presedintiala  -  elnoki rendelet (frrs: +ransindex 7ogi)
ordonanta simpla  -  egyszeru (kormany)rendelet (frrs: +ransindex 7ogi)
ordonator principal de credite  -  fo hitelutalvanyozo (frrs: +ransindex 7ogi)
parat  -  alperes (frrs: +ransindex 7ogi)
partaj  -  vagyonmegosztas (frrs: +ransindex 7ogi)
parte de interes  -  erdekeltsegi resz a kozkereseti tarsasag es az egyszeru beteti tarsasag korlatozottan forgalomkepes vagyoni egysege. (frrs: +ransindex 7ogi)
parte sociala  -  tarsasagi resz a korlatolt felelossegu tarsasag korltazottan forgalomkepes vagyoni egysege. (frrs: +ransindex 7ogi)
partile actului juridic civil  -  a polgari jogugylet felei azon fizikai vagy jogi szemelyek, akik szemelyesen vagy kepviselo utjan polgari jogugyleteket kotnek es akik vagyonaban vagy szemelyeben kovetkeznek be az ugylet joghatasai. egyoldalu jogugylet eseten nincsenek felek, csak fel, vagy a jogugylet szerzoje. (frrs: +ransindex 7ogi)
peremptoriu  -  donto, cafolhatatlan lasd meg:  exceptie peremptorie, termen peremptoriu. (frrs: +ransindex 7ogi)
perimare  -  perelevules (frrs: +ransindex 7ogi)
persoana fizica  -  fizikai szemely az embert, mint jogalanyt megjelenito kifejezes. persoana fizica autorizata? (pfa)=?engedelyezett termeszetes szemely (gazdasagi tevekenyseg vegzesere engedelyezett termeszetes szemely) (frrs: +ransindex 7ogi)
persoana impozabila  -  adoalany ado fizetesere kotelezett szemely. (frrs: +ransindex 7ogi)
persoana juridica  -  jogi szemely a torveny eloirasainak megfeleloen egy kollektivaba szervezodott tobb szemelyt megjelenito kifejezes. a jogi szemely jogalany, sajat jogai es kotelezettsegei lehetnek. azonosito adatai: elnevezes, szekhely, sajat vagyon, cel, bankszamla, nyilvantartasi szam stb. a jogi szemelyiseg magyarazatara kulonbozo elmelettipusok szolgalnak: a fikcios elmeletek, a realitaselmeletek, a vagyoni elmeletek. (frrs: +ransindex 7ogi)
personalitate juridica  -  jogi szemelyiseg (frrs: +ransindex 7ogi)
plata nedatorata  -  tartozatlan fizetes (frrs: +ransindex 7ogi)
poprire  -  letiltas (frrs: +ransindex 7ogi)
posesie  -  1. birtoklas, 2. birtok a birtoklas eseten, szemben a birlalassal (lasd: detentie, detentie precara), a a birtokos a dolgot a maga javara, a maga neveben, a maga szamara tartja hatalmaban. (frrs: +ransindex 7ogi)
posesie clandestina  -  titkos birtoklas (frrs: +ransindex 7ogi)
posesie continua  -  folytonos birtoklas, megszakitatlan birtoklas (frrs: +ransindex 7ogi)
posesie de buna-credinta  -  johiszemu birtoklas (frrs: +ransindex 7ogi)
posesie de rea-credinta  -  rosszhiszemu birtoklas (frrs: +ransindex 7ogi)
posesie de stat  -  tenyleges csaladjogi helyzet, szemelyi status, szemelyi jogallapot a csaladi, szemelyi allapot tenyleges hasznalata, amelynek a hatasa az a velelem, hogy ez a valosagnak is megfelel. (frrs: +ransindex 7ogi)
posesie discontinua  -  nem folytonos birtoklas, megszakitott birtoklas (frrs: +ransindex 7ogi)
posesie neintrerupta  -  folytonos birtoklas, megszakitatlan birtoklas (frrs: +ransindex 7ogi)
posesie netulburata  -  haboritatlan birtoklas, bekes birtoklas (frrs: +ransindex 7ogi)
posesie precara  -  szivessegen alapulo birtoklas (frrs: +ransindex 7ogi)
posesie tulburata  -  megzavart birtoklas (frrs: +ransindex 7ogi)
posesie utila  -  megfelelo (jogos) birtoklas (frrs: +ransindex 7ogi)
posesor  -  birtokos a birtokos, szemben a birlalova (lasd: detentor, detentor precar), a sajat maga szamar tartja birtokaban a dolgot. (frrs: +ransindex 7ogi)
potestativ  -  akarattol fuggo lasd meg:  conditie potestativa, obligatie potestativa. (frrs: +ransindex 7ogi)
preaviz  -  felmondasi ertesites, elozetes ertesites (frrs: +ransindex 7ogi)
preemptiune  -  elovasarlasi jog (frrs: +ransindex 7ogi)
prejudiciu  -  kar, karosodas, serelem (frrs: +ransindex 7ogi)
prenume  -  keresztnev a nev alkoto resze, amely a fizikai szemelynek a csaladban, s a csaladi nevhez hozzaadva pedig a tarsadalomban torteno egyediesitesere szolgal. (frrs: +ransindex 7ogi)
prescriptie achizitiva  -  elbirtoklas lasd meg:  uzucapiune (frrs: +ransindex 7ogi)
prescriptie extinctiva  -  elevules az ido mulasaval elevul, vagyis megszunik a nem gyakorolt jog birosagi ervenyesithetosegenek, kikenyszerithetosegenek a lehetosege (az anyagi ertelemben vett kereseti jog). az alanyi jog nem szunik meg, de a kikenyszeritesehez szukseges allami kenyszer mar nem all rendelkezesre. az altalanos elevulesi ido a roman polgari jogban 3 ev. (frrs: +ransindex 7ogi)
prescris  -  elevult (frrs: +ransindex 7ogi)
prezumtie  -  velelem bizonyitasi eszkoz, a torveny vagy a biro altal egy ismert, bizonyitott tenybol egy ismeretlen tenyre nezve levont kovetkeztetes. (frrs: +ransindex 7ogi)
prezumtie legala  -  torvenyes velelem bizonyitasi eszkoz, a torveny altal egy ismert, bizonyitott tenybol egy ismeretlen tenyre nezve levont kovetkeztetes. lehet abszolut es relativ torvenyes velelem. (frrs: +ransindex 7ogi)
prezumtie legala absoluta (irefragabila)  -  abszolut torvenyes velelem, megdonthetetlen torvenyes velelem, praesumptio iuris et de iure a torvenyben eloirt velelem, amellyel szemben az ellenbizonyitas nem megengedett (csak kivetelesen, beismeres utjan). (frrs: +ransindex 7ogi)
prezumtie legala relativa  -  relativ torvenyes velelem, praesumptio iuris tantum a torvenyben eloirt velelem, amellyel szemben az ellenbizonyitas barmilyen mas bizonyitekkal megengedett (frrs: +ransindex 7ogi)
prezumtie simpla  -  egyszeru velelem az a velelem, amelyet nem a torveny ir elo, hanem a biro ertekelesere van bizva; az a logikus kovetkeztetes, amelyet a biro az ismert, bizonyitott tenybol az ismeretlen tenyre vonatkozoan levon. (frrs: +ransindex 7ogi)
prima instanta  -  elsofoku biroi hatosag (frrs: +ransindex 7ogi)
prima zi de infatisare  -  elso targyalasi nap (frrs: +ransindex 7ogi)
principiu  -  elv, alapelv a jogot alkoto normak egesz tartalmat athato eszmek. (frrs: +ransindex 7ogi)
principiul contradictorialitatii  -  kontradiktorialitas elve, a targyalas (erveles es ellenerveles kifejtesenek) elve. a polgari eljarasi jog egyik alapelve. (frrs: +ransindex 7ogi)
principiul disponibilitatii  -  rendelkezes elve a polgari eljarasi jog egyik alapelve. azt fejezi ki, hogy a per keletkezese es megszunese elsosorban a felek rendelkezese alatt all. a felek a per urai. a rendelkezes elve a polgari jogok maganjellegebol fakad, abbol az autonomiabol, amellyel a jogalany a polgari jog altal szabalyozott maganviszonyok teruleten rendelkezik. (frrs: +ransindex 7ogi)
privilegiu  -  kivaltsag, elojog (frrs: +ransindex 7ogi)
proba  -  bizonyitek, bizonyito eszkoz meggyozo eszkoz, amelynek segitsegevel jogokat es kotelezettsegeket eredmenyezo teny letet vagy nem letet meg lehet allapitani. (frrs: +ransindex 7ogi)
proba admisibila  -  megengedett bizonyitek, megengedheto bizonyitek (frrs: +ransindex 7ogi)
proba concludenta  -  donto bizonyitek, az ugy erdemere vonatkozo bizonyitek, az ugy ismeretlen elemeire vonatkozo bizonyitek (frrs: +ransindex 7ogi)
proba directa  -  kozvetlen bizonyitek (frrs: +ransindex 7ogi)
proba inadmisibila  -  megengedhetetlen bizonyitek (frrs: +ransindex 7ogi)
proba indirecta  -  kozvetett bizonyitek (frrs: +ransindex 7ogi)
proba pertinenta  -  a kerdeses dologgal/esettel osszefuggo bizonyitek (frrs: +ransindex 7ogi)
proba pertinenta  -  az uggyel kapcsolatos bizonyitek, az ugyre vonatkozo bizonyitek (frrs: +ransindex 7ogi)
proba preconstituita  -  elore elkeszitett bizonyitek (frrs: +ransindex 7ogi)
proba scrisa  -  irasbeli bizonyiteku (frrs: +ransindex 7ogi)
proba testimoniala  -  tanubizonyitek (frrs: +ransindex 7ogi)
probatiune diabolica  -  "ordogi bizonyitas", ordongos bizonyitas probatio diabolica. a romai jogban a szarmazekos tulajdonszerzes eseten a bizonyitonak jogelodrol jogelodre kellett visszamenoleg bizonyitania a dolog tulajdonjogat mindaddig, amig olyan jogelodot nem mutathatott ki, aki eredeti szerzesi modon jutott a kerdeses/vitas dolog tulajdonaba. a bizonyitasi eljaras rendkivuli nehezsege vegett neveztek ezt a bizonyitekot "ordongosnek". (frrs: +ransindex 7ogi)
procedura simplificata  -  egyszerusitett eljaras a fizeteskeptelensegi eljaras egyik tipusa az egyszerusitett, a masik az altalanos eljaras. (frrs: +ransindex 7ogi)
procedura speciala  -  kulonleges eljaras specialis peres eljarasokra, peldaul hazassagi perre vonatkozo szabalyok. (frrs: +ransindex 7ogi)
proces-verbal  -  jegyzokonyv (frrs: +ransindex 7ogi)
procura  -  meghatalmazas (irat) (frrs: +ransindex 7ogi)
procura autentica  -  kozokirati formaju meghatalmazas (frrs: +ransindex 7ogi)
procura generala  -  altalanos meghatalmazas (frrs: +ransindex 7ogi)
procura speciala  -  kulonleges meghatalmazas (frrs: +ransindex 7ogi)
profit  -  nyereseg, haszon (frrs: +ransindex 7ogi)
promisiune pentru altul  -  mas neveben tett igeret "porte-fort" egyezmeny. polgari jogugylet, amely altal az egyik fel  --  az igero  --  a masik fellel  --  az igeret jogosultjaval  --  szemben arra kotelezi magat, hogy egy harmadik szemelyt meggyoz arrol, hog az a hianyaban (nelkule) megkotott jogugyletet jovahagyja. latszolagos kivetel a polgari jogugyletetk hatasa viszonylagossaganak elve alol. (frrs: +ransindex 7ogi)
pronunta  -  1. kimond, 2. kihirdet (hatarozatot) (frrs: +ransindex 7ogi)
pronuntare  -  1. kihirdetes, 2. kimondas (frrs: +ransindex 7ogi)
proprietar  -  tulajdonos (frrs: +ransindex 7ogi)
proprietate  -  tulajdon (frrs: +ransindex 7ogi)
proprietate comuna  -  kozos tulajdon (frrs: +ransindex 7ogi)
proprietate comuna in devalmasie  -  osztatlan kozos tulajdon, vagyonkozosseg (frrs: +ransindex 7ogi)
proprietate comuna pe cote-parti  -  kozos resztulajdon a tulajdonjog ugyanazon a dolgon meghatarozott hanyadok szerint tobb szemelyt illet meg. (frrs: +ransindex 7ogi)
proprietate in indiviziune  -  osztatlan kozos tulajdon (frrs: +ransindex 7ogi)
proprietate intelectuala  -  szellemi tulajdon (frrs: +ransindex 7ogi)
proprietate nuda  -  puszta tulajdon a haszonelvezet (uzufruct) jogositvanyainak elvonasa utan maradt tulajdon. (frrs: +ransindex 7ogi)
proprietate privata  -  magantulajdon (frrs: +ransindex 7ogi)
proprietate publica  -  koztulajdon (frrs: +ransindex 7ogi)
proprietate tabulara  -  telekkonyvi tulajdon (frrs: +ransindex 7ogi)
prorogare de competenta  -  hataskor kiterjesztese, illetekessek kiterjesztese (frrs: +ransindex 7ogi)
prorogare de termen  -  hatarido meghosszabbitasa (frrs: +ransindex 7ogi)
protestul cambiei  -  a valto megovasa, valtoovas (frrs: +ransindex 7ogi)
pseudonim  -  alnev azon nem vagyoni jog, amelynek az a szerepe, hogy egy fizikai szemelyt bizonyos tevekenysegi korben egyediesitsen, amennyiben az illeto szemely nem kivanja a sajat nevet hasznalni. (frrs: +ransindex 7ogi)
publicitate  -  1. nyilvanossag, 2. reklam (frrs: +ransindex 7ogi)
punere in intarziere  -  kesedelembe helyezes (frrs: +ransindex 7ogi)
punere in posesie  -  birtokba helyezes (frrs: +ransindex 7ogi)
putere discretionala  -  sajat belatas szerinti hatalom, teljes hatalom. (frrs: +ransindex 7ogi)
putere judecatoreasca  -  biroi hatalom a harom klasszikus hatalmi ag kozul az igazsagszolgaltatas allami funkciojat ellato hatalmi ag. (frrs: +ransindex 7ogi)
puterea de lucru judecat  -  itelt dolog jogereje, itelt dolog hatalya. (frrs: +ransindex 7ogi)
puterea obligatorie a actului juridic civil  -  a polgari jogugylet kotelezo ereje a polgari jogugylet joghatasait meghatarozo elv, amely azt juttatja kifejezesre, hogy a torvenyesen megkotott jogugyletnek, annak szerzoje vagy szerzoi szamara "torvenyi" ereje van. a kotelezo ero tehat a feleknek vagy a felnek az akaratabol, de az allami akaratbol is fakad. (frrs: +ransindex 7ogi)
radia  -  torol (frrs: +ransindex 7ogi)
ramura de drept  -  jogag, jogagazat (frrs: +ransindex 7ogi)
raport de cauzalitate  -  okozati osszefugges (frrs: +ransindex 7ogi)
raport de serviciu  -  szolgalati viszony (frrs: +ransindex 7ogi)
raport juridic  -  jogviszony. (frrs: +ransindex 7ogi)
raport juridic civil  -  polgari jogviszony a polgari jogi norma altal szabalyozott - vagyoni vagy nem vagyoni - tarsadalmi viszony, amelynek tarsadalmi, akarati es ideologiai jellege van es amely felepiteseben a kovetkezo elemeket tartalmazza: alanyok (felek), tartalom es targy. a felek egyenlo jogi helyzetben talalhatoak. (frrs: +ransindex 7ogi)
raport juridic civil nepatrimonial  -  nem vagyoni polgari jogviszony a polgari jog normai altal szabalyozott azon tarsadalmi viszony, amelynek nincs gazdasagi, penzben merheto tartalma, ezekben a viszonyokban a szemely sajatos jellemzoi jutnak kifejezesre. (frrs: +ransindex 7ogi)
raport juridic civil patromonial  -  vagyoni polgari jogviszony a polgari jog normai altal szabalyozott azon tarsadalmi viszony, amelynek gazdasagi tartalma, gazdasagi ertelemben vett erteke van s igy penzben kifejezheto. (frrs: +ransindex 7ogi)
raportul donatiilor la masa succesorala  -  az adomanyok beszamitasa a hagyateki vagyonba (frrs: +ransindex 7ogi)
raportulul liberalitatilor  -  az ingyenes juttatasok beszamitasa (frrs: +ransindex 7ogi)
raspundere delictuala  -  deliktualis felelosseg a polgari felelosseg egyik formaja, a kontraktualis (szerzodesi) felelosseg mellett. a deliktualis felelosseg lenyege, hogy a jogellenes cselekedettel kart okozo szemely meg kell teritse az okozott (vagyoni vagy erkolcsi) kart, vagyis karteritesi kotelem keletkezik. a deliktualis felelosseg feltetelei: jogellenes cselekmeny, kar, okozati osszefugges a cselekmeny es a kar kozott, valamint a vetkesseg. (frrs: +ransindex 7ogi)
raspundere obiectiva  -  objektiv felelosseg, vetkesseg nelkuli felelosseg (frrs: +ransindex 7ogi)
raspundere obiectiva  -  objektiv felelosseg a felelosseg vetkesseg nelkuli formaja. (frrs: +ransindex 7ogi)
raspundere solidara  -  egyetemleges felelosseg egyetemleges felelosseg eseten, amikor tobb ados van, a hitelezo barmelyiktol kerheti az egesz tartozast (egyetemleges kotelezettseg). ritka az egyetemleges jogosultsag, amikor tobb jogosult van, es amikor a kotelezett barmelyik jogosultnak ervenyesen teljesithet. (frrs: +ransindex 7ogi)
ratificare  -  jovahagyas egyoldalu jogugylet, amelynek soran az a szemely, akinek neveben megkotottek egy jogugyletet, a kepviseletre vonatkozo meghatalmazas hianyaban vagy annak tullepesevel, elismeri az ugyletet, elharitva annak ervenytelenseget, es az ugyletben felle valik. (frrs: +ransindex 7ogi)
rea-credinta  -  rosszhiszem, rosszhiszemuseg, rosszakarat (frrs: +ransindex 7ogi)
real  -  1. dologi, dologbeli, 2. valosagos, valo, realis (frrs: +ransindex 7ogi)
recipisa  -  atveteli elismerveny (frrs: +ransindex 7ogi)
reciprocitate  -  kolcsonosseg, viszonossag (frrs: +ransindex 7ogi)
reclamant  -  felperes a pert elindito fel. (frrs: +ransindex 7ogi)
recunoasterea dreptului a carui actiune se prescrie  -  azon jog elismerese, amelyre vonatkozoan a keresti jog elevul az elevules folyasanak megszakitasat eredmenyezo ok, ami altal az ados megvaltoztatja a jogosulttal szembeni magatartasat olyan ertelemben, hogy a jog alanyanak kovetelesevel valo szembehelyezkedes helyett elismeri annak a jognak a letezeset, amelynek a kereseti joga elevul, s igy az ados kifejezi azon szandekat, hogy teljesiti a kotelezettseget. (frrs: +ransindex 7ogi)
recurent  -  felfolyamodo (fel) (frrs: +ransindex 7ogi)
recurs  -  felfolyamodas rendkivuli perorvoslati ut. (frrs: +ransindex 7ogi)
recuza  -  kizar (frrs: +ransindex 7ogi)
redeventa  -  jogdij olyan jellegu terites, amelyet irodalmi, muveszeti vagy tudomanyos alkotasok - beleertve a mozgokepfilmet, a radios vagy televizios kozvetitesre szolgalo filmeket es szalagokat - szerzoi joga, mindenfajta szabadalom, vedjegy, ipari formaterv vagy modell, szoftver, terv, titkos keplet vagy eljaras felhasznalasanak vagy felhasznalasi joganak ellenertekekent, ipari, kereskedelmi vagy tudomanyos berendezesek hasznalataert vagy hasznalati jogaert, illetve ipari, kereskedelmi vagy tudomanyos tapasztalattal kapcsolatos informacioert fizetnek ki. (frrs: +ransindex 7ogi)
reductiune  -  leszallitas, csokkentes bizonyos szemelyek, peldaul a koteles reszre jogosult orkosok erdekeinek vedelme veljabol vagy a visszterhes szerzodesekben a szolgaltatasok helyes aranyanak biztositasa erdekeben a torveny altal eloirt tilalmak figyelmen kivul hagyasaval megkotott polgari jogugylet szankcioja. (frrs: +ransindex 7ogi)
reductiunea liberalitatilor  -  az ingyenes juttatasok csokkentese (frrs: +ransindex 7ogi)
regie autonoma  -  onallo gazdalkodas (frrs: +ransindex 7ogi)
regim juridic  -  jogallas, joghelyzet azon szabalyok osszessege, amelyek adott jogintezmenyre vonatkoznak. (frrs: +ransindex 7ogi)
regiune de dezvoltare economica  -  gazdasagi fejlesztesi regio (frrs: +ransindex 7ogi)
regulament de functionare  -  mukodesi szabalyzat (frrs: +ransindex 7ogi)
regulator de competenta  -  hataskori utkozes rendezese (frrs: +ransindex 7ogi)
remiterea de datorie  -  a tartozas elengedese (frrs: +ransindex 7ogi)
renta viagera  -  eletjaradek (frrs: +ransindex 7ogi)
reorganizarea persoanelor juridice  -  a jogi szemelyek ujjaszervezese egyesitesi vagy szetvalasztasi folyamat, amelyben legkevesebb ket letezo vagy igy letrejovo jogi szemely vesz reszt. (frrs: +ransindex 7ogi)
reprezentare  -  kepviselet egy szemely - a kepviselo - egy masik szemely - a kepviselt neveben es annak terhere polgari jogugyleteket kot olyan ertelemben, hogy a jogugylet hatasa kozvetlenul a kepviselt szemelyeben jelentkezik. (frrs: +ransindex 7ogi)
reprezentare legala  -  torvenyes kepviselet azon kepviselet, amikor a meghatalmazas forrasat a torveny kepviseli, egy szemely azon hatalma, hogy egy masik szemelyt kepviseljen, a torvenyben van eloirva. (frrs: +ransindex 7ogi)
republicare  -  ujrakozzetetel, ujrakozles a tobbszor vagy atfogoan modositott jogszabalyokat a modositasokkal egyutt egyseges szerkezetbe foglalva ujra kozzeteszik romania hivatalos kozlonyeben. (frrs: +ransindex 7ogi)
repune pe rol  -  (a targyalast) ujra napirendre tuzi (frrs: +ransindex 7ogi)
repunere in situatia anterioara  -  az elozo helyzetbe valo visszahelyezes a semmisseg hatasat meghatarozo elv, amely alapjan a semmisseg nyilvanitott ugylet alapjan tortent minden teljesitest vissza kell szolgaltatni. (frrs: +ransindex 7ogi)
repunere in termen  -  hataridobe valo visszahelyezes olyan elony, amelyben a torveny a kereseti jog azon alanyat reszesiti, akit alaposan megindokolt okok akadalyoztak meg abban, hogy az elevulesi hataridon belul kereseti jogat ervenyesitse. a hataridobe valo visszahelyezes eredmenyekeppen ugy tekintik, mintha a keresetet az elevulesi hataridon belul nyujtottak volna be. a hataridobe valo visszahelyezes kizarja a kenyszerhelyzetet es a vetkesseget is. terulete ott kezdodik, ahol a vetkesseg veget er, es ott fejezodik be, ahol a kenyszerhelyzet kezdodik. (frrs: +ransindex 7ogi)
resedinta  -  tartozkodasi hely, masodlagos lakhely lasd meg:  domiciliu a fizikai szemely lakasa, amely nem teljesiti az allanfo es fo lakhelyre vonatkozo kovetelmenyeket. (frrs: +ransindex 7ogi)
respingerea actiunii  -  a kereset elutasitasa (frrs: +ransindex 7ogi)
restituire integrala  -  teljes visszaallitas, az eredeti allapot visszaallitasa (frrs: +ransindex 7ogi)
retract litigios  -  perbeli visszavonas ha a felperes peresitett jogat/koveteleset eladja/engedmenyezi, az alperes a vetelar elleneben megszabadulhat a pertol, meg akkor is, ha a vetelar kisebb a peresitett osszegnel. kereskedelmi jogviszony eseteben nem lehetseges. (frrs: +ransindex 7ogi)
retroactivitatea efectelor nulitatii  -  a semmisseg visszahato ereje a semmisseg hatasa attol a pillanattol ervenyesul, amikor az ugyletet megkotottek, vagyis a semmisseg a hatasat nemcsak a jovore, hanem a multra nezve is erzekelteti. (frrs: +ransindex 7ogi)
revendicare  -  1. visszakoveteles, 2. igenyles (frrs: +ransindex 7ogi)
revizuire  -  perujitas, perujrafelvetel. rendkivuli jogorvoslati ut. (frrs: +ransindex 7ogi)
revocare  -  visszavonas az ervenyesen megkotott polgari jogugylet hatastalansaganak azon eseteit jeloli, amikor a hatastalansag a jogugylet ervenyes megkotese utan kovetkezik be. kozigazgatasi jogban a kozigazgatasi aktusnak a kibocsato szerv altal torteno megszunteteset jelenti. (frrs: +ransindex 7ogi)
rezerva succesorala  -  oroksegi kotelesresz (frrs: +ransindex 7ogi)
reziliere  -  felbontas lasd meg:  rezolutiune a folyamatos vegrehajtasu szerzodesek felbontasanak az elnevezese, a kotelezettsegek vetkes nemteljesiteseert. csak a jovore nezve valt ki hatast. (frrs: +ransindex 7ogi)
rezolutiune  -  felbontas lasd meg:  reziliere a ketoldalu szerzodes visszahato hatalyu hatalytalanitasa, a kotelezettsegek vetkes nemteljesiteseert (frrs: +ransindex 7ogi)
sala de consiliu  -  tanacsterem az a targyaloterem, ahol kizarolag a felek es a perben resztvevo mas szemelyek reszvetelevel, de a nyilvanossag kizarasaval folytatnak eljarast, a torveny altal eloirt esetekben (frrs: +ransindex 7ogi)
