
anulare  -  megsemmis&iacute;tés, érvénytelen&iacute;tés Az a polgárjogi b&uuml;ntetés, amely a megtámadhat&oacute; jog&uuml;gyleteket s&uacute;jthatja. Az illet&#337; polgárjogi &uuml;gylet megsemmis&iacute;tése b&iacute;r&oacute;i d&ouml;ntés alapján t&ouml;rténik és visszamen&#337; hatálya van, a jog&uuml;gyletet megk&ouml;tése pillanatát&oacute;l semmissé nyilván&iacute;tva. (frrs: +ransindex 7ogi)
anularea actelor de stare civil&#259;  -   Lásd még:  rectificarea actelor de stare civil&#259; (frrs: +ransindex 7ogi)
anularea c&#259;s&#259;toriei  -   Lásd még:  nulitatea c&#259;s&#259;toriei (frrs: +ransindex 7ogi)
ap&#259;rare  -  védekezés (eljárásjogi értelemben) Az az eljárási cselekmény, amelynek seg&iacute;tségével az alperes az ellene irányul&oacute; kereset visszautas&iacute;tását kezdeményezi. (frrs: +ransindex 7ogi)
ap&#259;rare de fond  -  érdemi védekezés Az alperes azon nyilatkozata, amelyet az alperes a b&iacute;r&oacute;ság el&#337;tt tesz, mint k&ouml;telmek feltételezett birtokosa, azzal a céllal, hogy számára kedvez&#337; és a másik félre részben vagy teljes egészében elmarasztal&oacute; &iacute;télet sz&uuml;lessen. (frrs: +ransindex 7ogi)
aparen&#355;&#259;  -   Lásd még:  principiul aparen&#355;ei &#206;n drept (frrs: +ransindex 7ogi)
apartament  -  lakás, lakosztály Egy vagy t&ouml;bb szobáb&oacute;l, illetve a kapcsol&oacute;d&oacute; helyiségekb&#337;l áll&oacute;, egyazon szinten vagy más-más szinteken találhat&oacute; lak&oacute;hely. (frrs: +ransindex 7ogi)
apel  -  fellebbezés Perorvoslat, melynek k&ouml;vetkeztében a fellebbviteli b&iacute;r&oacute;ság/legk&ouml;zelebbi felettes b&iacute;r&oacute;ság az &uuml;gyet érdemben &uacute;jratárgyalja. (frrs: +ransindex 7ogi)
aplicarea legii civile &#206;n spa&#355;iu  -   Lásd még:  ac&#355;iunea legii &#206;n spa&#355;iu (frrs: +ransindex 7ogi)
aplicarea legii civile &#206;n timp  -   Lásd még:  ac&#355;iunea legii &#206;n timp (frrs: +ransindex 7ogi)
aport social  -  társasági hozzájárulás Az a k&ouml;telem, amelyet egy kereskedelmi társaság minden tagja felvállal a társaságba val&oacute; belépése pillanatában és amely a t&ouml;rzst&#337;kéhez val&oacute; hozzájárulásának mértékét jelzi. (frrs: +ransindex 7ogi)
aprecierea probelor  -  a bizony&iacute;tékok értékelése/mérlegelése Az &uuml;gy érdemi elb&iacute;rálásához sz&uuml;kséges bizony&iacute;tékok kiválasztása és elb&iacute;rálása, amelyet minden b&iacute;r&oacute; saját belátása szerint hajt végre ahhoz, hogy &iacute;téletet hozhasson. A bizony&iacute;tékok mérlegelése szoros értelemben a bizony&iacute;ték bizony&iacute;t&oacute; erejének megállap&iacute;tását jelenti. A bizony&iacute;tékokat egyenként és &ouml;sszesség&uuml;kben is sz&uuml;kséges értékelni. (frrs: +ransindex 7ogi)
ar&#259;tarea titularului dreptului  -  a jogosult megnevezése Amennyiben valakit olyan dolog tulajdonjoga vagy birtoka iránt perelnek, amelyet más nevében b&iacute;rlal, illetve aki ellen általában olyan dologi jog iránt ind&iacute;tanak pert, amelyet más nevében gyakorol, akkor &#337; megnevezheti és nyilatkozás végett sz&oacute;beli tárgyalási határnapra val&oacute; megidézésre kérheti azt, akinek a nevében a dolgot b&iacute;rlalja, vagy a dologi jogot gyakorolja. (frrs: +ransindex 7ogi)
arbitraj ad-hoc  -  ad-hoc választott b&iacute;ráskodás A felek kezdeményezéséb&#337;l &ouml;sszeh&iacute;vott b&iacute;ráskodás, amely a k&ouml;zt&uuml;k fennáll&oacute; vitát hivatott eld&ouml;nteni. Az ad-hoc b&iacute;ráskodás ideiglenes jelleg&#369;, a b&iacute;rák tisztsége a d&ouml;ntés kihirdetéséig vagy a b&iacute;ráskodás határidejének lejáratáig tart. (frrs: +ransindex 7ogi)
arbitraj &#206;n echitate  -  méltányossági választott b&iacute;ráskodás Olyan b&iacute;ráskodási forma, amely méltányossági elvek és nem jogi normák alapján t&ouml;rténik. A választott b&iacute;r&oacute; nem k&ouml;teles sem dologi, sem perrendtartási jogi normákat figyelembe venni, az általa kihirdetett d&ouml;ntés végleges, más választott b&iacute;ráskodási szervnél nem lehet megtámadni. A méltányossági választott b&iacute;ráskodás célja a per tárgyát képez&#337; vita egy egyszer&#369;bb és k&ouml;nnyebb eljárás keretében megoldani. (frrs: +ransindex 7ogi)
arbitraj institu&#355;ional  -  intézményes választott b&iacute;ráskodás A b&iacute;ráskodás azon formája, mely nem f&uuml;gg a per tárgyát képez&#337; vita id&#337;tartamát&oacute;l, ezért a b&iacute;ráskodási tevékenység gyakorlása folyamatosan és megszak&iacute;tás nélk&uuml;l, intézményes keretek k&ouml;z&ouml;tt zajlik. (frrs: +ransindex 7ogi)
arbitraj interna&#355;ional  -  nemzetk&ouml;zi d&ouml;nt&#337;b&iacute;r&oacute;ság A nemzetk&ouml;zi kereskedelemben használatos b&iacute;ráskodási forma, amely két  --  egy objekt&iacute;v és egy szubjekt&iacute;v  --  k&ouml;r&uuml;lmény egy&uuml;ttes fennállása esetén j&ouml;het létre: a per tárgyát képez&#337; vitának nemzetk&ouml;zi kereskedelmi &uuml;gyletb&#337;l kell ad&oacute;dnia, a választott b&iacute;ráskodási egyezménynek pedig olyan fizikai vagy jogi személyek k&ouml;z&ouml;tt kell létrej&ouml;nnie, akiknek az álland&oacute; tart&oacute;zkodási helye vagy a székhelye a szerz&#337;dés megk&ouml;tésének pillanatában más-más államban találhat&oacute;. (frrs: +ransindex 7ogi)
arbitru  -  d&ouml;nt&#337;b&iacute;r&oacute;, választott b&iacute;r&oacute; Magasan képzett és a kereskedelmi jog, illetve a nemzetk&ouml;zi gazdasági kapcsolatok terén komoly tapasztalattal b&iacute;r&oacute; személy, akit a peresked&#337; felek választanak a per tárgyát képez&#337; viszály megoldására. (frrs: +ransindex 7ogi)
arvun&#259;  -  foglal&oacute; Az a pénz&ouml;sszeg, amelyet az egyik fél (a vásárl&oacute;) egy szerz&#337;dés vagy el&#337;szerz&#337;dés megk&ouml;tésekor ad át a másik félnek, azzal a feltételezéssel, hogy amennyiben a jog&uuml;gylet a vásárl&oacute; fél hibájáb&oacute;l nem j&ouml;nne létre, elvesz&iacute;ti a letett &ouml;sszeget, amennyiben pedig az elad&oacute; fél hibájáb&oacute;l nem j&ouml;nne létre, a letett pénz&ouml;sszeget megkétszerezve k&ouml;teles a vásárl&oacute;nak visszatér&iacute;teni. (frrs: +ransindex 7ogi)
ascenden&#355;i ordinari  -  k&ouml;z&ouml;nséges (rendes) felmen&#337;ági rokonok Az &ouml;r&ouml;khagy&oacute; felmen&#337;ági rokonai, akik a t&ouml;rvény el&#337;&iacute;rása szerint csak abban az esetben &ouml;r&ouml;k&ouml;lhetnek, ha nincsenek kiváltságos felmen&#337;ági rokonok, vagy léteznek ugyan, de nem &ouml;r&ouml;k&ouml;lhetnek: az &ouml;r&ouml;khagy&oacute; nagysz&uuml;lei, vagy ezek hiányában a déd-, illetve &uuml;ksz&uuml;l&#337;k. (frrs: +ransindex 7ogi)
ascenden&#355;i privilegia&#355;i  -  kiváltságos felmen&#337;ági rokonok Az &ouml;r&ouml;khagy&oacute; azon felmen&#337;ági rokonai, akiket a t&ouml;rvény szerint els&#337;bbségi jog illet meg az &ouml;r&ouml;kségre a t&ouml;bbi felmen&#337;ági rokonnal szemben (a román jog szerint az &ouml;r&ouml;khagy&oacute; sz&uuml;lei). (frrs: +ransindex 7ogi)
ascunderea unor bunuri succesorale  -  hagyatéki javak elrejtése Lásd még:  darea la o parte a unor bunuri succesorale (frrs: +ransindex 7ogi)
asigurare  -  biztos&iacute;tás A biztos&iacute;tási szerz&#337;dés alapján az egyik fél (asigurat  --  biztos&iacute;tott) arra k&ouml;telezi magát, hogy a szerz&#337;désben megállap&iacute;tott hozzájárulást (biztos&iacute;tási d&iacute;jat) megfizeti, a másik fél pedig azt a k&ouml;telezettséget vállalja, hogy a szerz&#337;désben megjelent esemény (biztos&iacute;tási eset) bek&ouml;vetkeztének esetére a szerz&#337;désben meghatározott &ouml;sszeg határain bel&uuml;l megtér&iacute;ti a biztos&iacute;tott vagy egy harmadik személy (kedvezményezett) által elszenvedett károkat, a személyi biztos&iacute;tásnál pedig kifizeti a biztos&iacute;tási &ouml;sszeget. (frrs: +ransindex 7ogi)
asigurare colectiv&#259;  -  kollekt&iacute;v biztos&iacute;tás Lásd még:  asigurare de r&#259;spundere civil&#259; prin efectul legii (frrs: +ransindex 7ogi)
asigurare contractual&#259;  -   Lásd még:  asigurare facultativ&#259;, contract de asigurare (frrs: +ransindex 7ogi)
asigurare de bunuri  -  vagyonbiztos&iacute;tás Lásd még:  contract de asigurare de bunuri (frrs: +ransindex 7ogi)
asigurare de persoane  -  személyi biztos&iacute;tás A fakultat&iacute;v biztos&iacute;tás egy fajtája, amikor a biztos&iacute;t&oacute; k&ouml;telezi magát, hogy a biztos&iacute;tási esemény bek&ouml;vetkezésekor a biztos&iacute;tott személynek vagy biztos&iacute;tott személy álta megnevezett személynek kifizeti a biztos&iacute;tási &ouml;sszeget. (frrs: +ransindex 7ogi)
asigurare de r&#259;spundere civil&#259;  -  polgári felel&#337;sségbiztos&iacute;tás A vagyonbiztos&iacute;tás egyik formája, amelynek sajátossága, hogy nem a potenciális károsult a biztos&iacute;tott, hanem az a harmadik személy, akinek a biztos&iacute;tott kárt okozott. A szerz&#337;dés mentes&iacute;ti a biztos&iacute;tottat annak a kárnak a megtér&iacute;tése al&oacute;l, amelyet &#337; okozott és amelyért jogszabály szerint felel&#337;sséggel tartozik (a felel&#337;sségbiztos&iacute;tás alapja lehet szerz&#337;désen k&iacute;v&uuml;li vagy szerz&#337;désszegésb&#337;l k&ouml;vetkez&#337; kár). (frrs: +ransindex 7ogi)
asigurare facultativ&#259;  -  fakultat&iacute;v biztos&iacute;tás A biztos&iacute;tási jogviszony a biztos&iacute;t&oacute; és a biztos&iacute;tott k&ouml;z&ouml;tt nem a t&ouml;rvény, hanem a biztos&iacute;tási szerz&#337;dés alapján j&ouml;n létre. (frrs: +ransindex 7ogi)
asigurare obligatorie  -  k&ouml;telez&#337; biztos&iacute;tás K&ouml;telez&#337; biztos&iacute;tás esetén a biztos&iacute;tási jogviszony a t&ouml;rvény alapján j&ouml;n létre a biztos&iacute;t&oacute; és a biztos&iacute;tott k&ouml;z&ouml;tt és a biztos&iacute;tás feltételeir&#337;l is a t&ouml;rvény intézkedik. (frrs: +ransindex 7ogi)
asigurarea dovezilor  -  a bizony&iacute;tékok meg&#337;rzése A b&iacute;r&oacute;ság a polgári eljárás tényleges megkezdése el&#337;tt elrendelheti az azt k&ouml;vet&#337; eljárás vonatkozásában releváns bizony&iacute;tékok meg&#337;rzését. (frrs: +ransindex 7ogi)
asigurat  -  biztos&iacute;tott Az a fizikai vagy jogi személy, aki biztos&iacute;tási szerz&#337;dés alapján k&ouml;telezi magát arra, hogy a biztos&iacute;t&oacute;nak egy adott pénz&ouml;sszeget fizessen; ennek alapján a kockázati tényez&#337; (biztos&iacute;tott kockázat) bek&ouml;vetkezésekor jogosulttá válik arra, hogy felvegye vagy a kártér&iacute;tést vagy a befizetett &ouml;sszeget (frrs: +ransindex 7ogi)
asigur&#259;tor  -  biztos&iacute;t&oacute; (fél) A biztos&iacute;tási szerz&#337;désben résztvev&#337; fél, aki k&ouml;telezi magát arra, hogy a szerz&#337;désben biztos&iacute;tott kockázati tényez&#337; bek&ouml;vetkezésekor a biztos&iacute;tott személynek, vagy a kárt szenvedett harmadik félnek kártér&iacute;tést fizet vagy visszatér&iacute;ti a befizetett &ouml;sszeget. (frrs: +ransindex 7ogi)
asistare  -  jelenlét, segédkezés Az az eljárás, amikor a korlátolt cselekv&#337;képesség&#369; személy t&ouml;rvényes gondvisel&#337;je részt vesz az el&#337;bbi jogi tevékenységeiben abb&oacute;l a célb&oacute;l, hogy cselekv&#337;képességét kiegész&iacute;tse. (frrs: +ransindex 7ogi)
asisten&#355;&#259; judiciar&#259;  -  hivatalb&oacute;l kinevezett védelem Abban az esetben, hogyha a polgári perben résztvev&#337; felek egyik nem rendelkezik elegend&#337; anyagi eszk&ouml;z&ouml;kkel ahhoz, hogy saját &uuml;gyédet fogadjon, a polgári perrendtartás el&#337;&iacute;rja, hogy védelmér&#337;l hivatalb&oacute;l kinevezett &uuml;gyvédnek kell gondoskodnia. (frrs: +ransindex 7ogi)
asisten&#355;&#259; juridic&#259;  -  jogsegély Olyan szakmai seg&iacute;tség, amelyet &uuml;gyvédek biztos&iacute;tanak a hozzájuk fordul&oacute; személyek jogainak és jogos érdekeinek védelmében. (frrs: +ransindex 7ogi)
asocia&#355;ie de proprietari  -  tulajdonosi egyes&uuml;let (társas lak&oacute;házaknál) Egy adott ép&uuml;letben találhat&oacute; lakrészek tulajdonosai (f&uuml;ggetlen&uuml;l att&oacute;l, hogy a lakrészek magán- vagy vegyes tulajdonban találhat&oacute;ak) tulajdonosi egyes&uuml;letet képeznek. (frrs: +ransindex 7ogi)
atentat la via&#355;a donatorului  -   Lásd még:  revocarea dona&#355;iei (frrs: +ransindex 7ogi)
atributele persoanei fizice  -  a természetes személy részjogos&iacute;tványai Bármely polgári jogalanyt megillet&#337; jogok és bels&#337; sajátosságok &ouml;sszessége, mint a név, a lakhely, a személyi (családi) állapot. (frrs: +ransindex 7ogi)
audiere de martori  -  tan&uacute;kihallgatás A tan&uacute; megidézése az eln&ouml;k feladata. Az idézésben meg lehet jel&ouml;lni azokat a k&ouml;r&uuml;lményeket, amelyekre a tan&uacute; kihallgatása sz&uuml;kségesnek mutatkozik, és a tan&uacute;t fel lehet h&iacute;vni, hogy a feljegyzéseit és az iratait hozza magával. (frrs: +ransindex 7ogi)
audit  -  audit, átvilág&iacute;tás K&ouml;nyvelés, mérlegek, pénz&uuml;gyi beszámol&oacute;k átvizsgálása, f&uuml;ggetlen szakért&#337; által, a t&ouml;rvényesség és eredményesség szempontjai szerint. (frrs: +ransindex 7ogi)
autentic  -   Lásd még:  &#206;nscris autentic (frrs: +ransindex 7ogi)
autentificare  -  hiteles&iacute;tés Lásd még:  &#206;nscris autentic (frrs: +ransindex 7ogi)
autocontract  -  &ouml;nszerz&#337;dés Lásd még:  act juridic f&#259;cut cu sine &#206;nsu&#351;i (frrs: +ransindex 7ogi)
autonomia voin&#355;ei individuale  -   Lásd még:  libertate contractual&#259; (frrs: +ransindex 7ogi)
autor  -   Lásd még:  antecesor &#206;n drepturi, de cuius (frrs: +ransindex 7ogi)
autoritate de lucru judecat  -  az &iacute;télt dolog hatálya A b&iacute;r&oacute;i határozatok tekintetében fennáll&oacute; abszol&uacute;t t&ouml;rvényes vélelem, amely szerint az, amit joger&#337;s &iacute;télettel eld&ouml;nt&ouml;ttek, nem képezheti &uacute;jabb vita tárgyát. (frrs: +ransindex 7ogi)
autoritate tutelar&#259;  -  gyámhat&oacute;ság Azon feladatk&ouml;r, amelyet az államigazgatás egy szerve gyakorol. (frrs: +ransindex 7ogi)
autoriza&#355;ie prealabil&#259;  -  el&#337;zetes engedély Olyan k&ouml;zigazgatási jog&uuml;gylet, amelynek megszerzése feltétele egy adott tevékenység lefolytatásának és amelynek seg&iacute;tségével a kibocsát&oacute; államhat&oacute;ság el&#337;zetesen ellen&#337;rizheti egy adott tevékenység célszer&#369;ségét. Egyes ingatlanok ép&iacute;tései, jav&iacute;tási, átalak&iacute;tási, bontási stb. munkálatai csak el&#337;zetes engedély megszerzése után hajthat&oacute;k végre. Mint k&ouml;zigazgatási jog&uuml;gylet, vissza is vonhat&oacute;, de csak az általa engedélyezett tevékenység végrehajtásáig. (frrs: +ransindex 7ogi)
autorul actului juridic civil  -  a polgári jog&uuml;gylet szerz&#337;je Lásd még:  partea actului juridic civil (frrs: +ransindex 7ogi)
autorul succesiunii  -  &ouml;r&ouml;khagy&oacute; Az a személy, akit&#337;l a hagyatéki vagyon átszáll az &ouml;r&ouml;k&ouml;s&ouml;kre; t&ouml;rvényes &ouml;r&ouml;klés esetén &ouml;r&ouml;khagy&oacute;, végrendeleti &ouml;r&ouml;klés esetén végrendelkez&#337;, hagyományoz&oacute;. (frrs: +ransindex 7ogi)
aval  -  vált&oacute;kezesség A vált&oacute;kezesség célja a vált&oacute; kifizetésének biztos&iacute;tása. Az a személy, aki vállalja a garantálást a kezes  --  avalist  -- , aki egy vagy t&ouml;bb k&ouml;telezettnek  --  avalizat  --  garantál. A vált&oacute;n szerepelhet t&ouml;bb vált&oacute;kezes egyetlen kezessel vagy kezessel szemben. (frrs: +ransindex 7ogi)
avalist  -  vált&oacute;kezes Vált&oacute;- és hitelel&uuml;gyleteknél használatos, arra a személyre vonatkozik, aki kezességet vállal (rendszerint a bank a k&ouml;telezett felé). (frrs: +ransindex 7ogi)
avalizat  -  kezes Az a személy, akinek a vált&oacute; kifizetését vált&oacute;kezes garantálja. (frrs: +ransindex 7ogi)
av&#226;nd-cauz&#259;  -  jogc&iacute;mmel rendelkez&#337; személy, jogut&oacute;d A felek és harmadik személyek k&ouml;z&ouml;tt helyet foglal&oacute; személyek azon kateg&oacute;riája (a felek jogut&oacute;dai), amely bár sem személyesen, sem képvisel&#337; &uacute;tján nem vett részt a polgári jog&uuml;gylet megk&ouml;tésében, annak joghatálya azonban rá is kiterjed, a felek és k&ouml;zte fennáll&oacute; kapcsolatok k&ouml;vetkezményeként). Látsz&oacute;lagos kivételt képez a polgári jog&uuml;gylet hatásának viszonylagossága al&oacute;l. (frrs: +ransindex 7ogi)
avans  -  el&#337;leg Lásd még:  acont (frrs: +ransindex 7ogi)
avere succesoral&#259;  -   Lásd még:  mas&#259; succesoral&#259; (frrs: +ransindex 7ogi)
avere vacant&#259;  -   Lásd még:  succesiune vacant&#259; (frrs: +ransindex 7ogi)
avulsiune  -  sodorvány, elsodort f&ouml;ldrész, v&iacute;zsodorta f&ouml;lddarab Azáltal áll el&#337;, hogy a foly&oacute;v&iacute;z a fentebbi partr&oacute;l f&ouml;lddarabot szak&iacute;t le s azt egy részen magával hordva más parti ingatlanhoz rakja le. (frrs: +ransindex 7ogi)
b&#259;nuial&#259; legitim&#259;  -  jogos/nyomatékos/alapos gyanakvás/gyan&uacute; (frrs: +ransindex 7ogi)
barter  -  barter, árucsere, csereszerz&#337;dés Pénzmozgás nélk&uuml;l  --  vagy részben anélk&uuml;l -¼ áruk, szolgáltatások, jogok és k&ouml;telezettségek k&ouml;z&ouml;tt létrej&ouml;v&#337; cserét jelent. A barter&uuml;gyletek lehetnek államok k&ouml;z&ouml;tt létrej&ouml;v&#337; kétoldal&uacute; árucsereforgalmi és clearing-megállapodások, banki szint&#369; bartermegállapodások és cégek k&ouml;zti csere&uuml;gyletek. (frrs: +ransindex 7ogi)
beneficiar  -  kedvezményezett Jogi értelemben kedvezményezett az a személy, aki számára adott jog&uuml;gylet hatása révén jogok keletkeznek, vagy ruház&oacute;dnak át, valamint szolgáltatást teljes&iacute;tenek vagy munkálatokat végeznek el számára. A jog&uuml;gylet lehet: k&ouml;zigazgatási jog&uuml;gylet, polgári jog&uuml;gylet, b&iacute;r&oacute;i határozat stb. A fenti meghatározás értelmében kedvezményezett az a személy, aki számára például k&ouml;ztulajdonban lev&#337; f&ouml;ldter&uuml;letre vonatkoz&oacute; használati jog keletkezik, vagy aki számára egy másik személy szolgáltatás teljes&iacute;tésére k&ouml;telezte magát. Bizonyos esetekben a t&ouml;rvény, kevésbé általános kifejezést használva, megnevezi bizonyos jog&uuml;gyletek kedvezményezettjét( pl. ajándékozási szerz&#337;dés esetében a megajándékozott kifejezést, vagy hagyományrendelés esetében hagyományos kifejezést használva) (frrs: +ransindex 7ogi)
beneficiar al asigur&#259;rii  -  a biztos&iacute;tás kedvezményezettje A biztos&iacute;tás kedvezményezettje az a harmadik személy, akinek a biztos&iacute;t&oacute;  --  szerz&#337;dés vagy t&ouml;rvény alapján  -- k&ouml;teles kifizetni a biztos&iacute;tási &ouml;sszeget; a szerz&#337;d&#337; fél és a biztos&iacute;tott ebben az esetben ugyanaz. Például: K.Z. biztos&iacute;tást k&ouml;t fia, K.I. javára, elhalálozása esetére. Itt K.Z. a biztos&iacute;tott és a szerz&#337;d&#337; fél, K.I. a biztos&iacute;tás kedvezményezettje. Más példa a pogári kárfelel&#337;sség biztos&iacute;tás. K.Z. balesetet okoz, és J.I. aut&oacute;ja megsér&uuml;l. K.Z. biztos&iacute;tott és szerz&#337;d&#337; fél, J.I. a biztos&iacute;tás kedvezményezettje. (frrs: +ransindex 7ogi)
beneficiarii mo&#351;tenirii  -  az &ouml;r&ouml;kség kedvezményezettjei A hagyatéki vagyon t&ouml;rvény vagy végrendelet alapján megszerz&#337; személyek, akiket &ouml;r&ouml;k&ouml;snek, végrendeleti &ouml;r&ouml;k&ouml;snek vagy hagyományosnak neveznek. (frrs: +ransindex 7ogi)
beneficiu de discu&#355;iune  -  sortartási kedvezmény (kezes joga az egyenes ad&oacute;s el&#337;zetes perlésének a k&ouml;vetelésére) Kezességi szerz&#337;dés esetében a kezes élhet a sortartási kedvezménnyel. Mivel a kezes k&ouml;telezettsége járulékos jelleg&#369;, kérheti, hogy el&#337;sz&ouml;r a f&#337; k&ouml;telezett javai ellen ind&iacute;tsa el a jogosult a végrehajtást. Meg kell jel&ouml;lnie viszont az ad&oacute;s végrehajthat&oacute; javait és meg kell el&#337;legeznie a végrehajtás k&ouml;ltségeit. A sortatrási kedvezményr&#337;l le lehet mondani, ezért a szerz&#337;désekbe gyakran belefoglalják a lemondás tényét. Szintén nem lehet a sortartási kedvezményre hivatkozni egyetemleges felel&#337;sség esetén. Nem lehet erre hivatkozni a b&iacute;r&oacute; által meghatározott kezesség esetén sem. (frrs: +ransindex 7ogi)
beneficiu de diviziune  -  megosztási kedvezmény (tartozásnak kezestársak k&ouml;z&ouml;tti egyenl&#337; megosztása) Kezességi szerz&#337;dés esetében, ha t&ouml;bb kezes van, akkor élni lehet a megosztási kedvezménnyel. Az egyik kezes ilyenkor kéri a jogosultt&#337;l, hogy a k&ouml;vetelését a kezesek k&ouml;z&ouml;tt ossza meg. Nem lehet erre hivatkozni, ha a kezesek lemondtak a megosztási kedvezményr&#337;l vagy ha a felel&#337;sség egyetemleges. (frrs: +ransindex 7ogi)
beneficiu de inventar  -  leltárjogkedvezmény Lásd még:  acceptarea succesiunii sub beneficiu de inventar (frrs: +ransindex 7ogi)
beneficiu de lichidare  -  felszámolási kedvezmény Lásd még:  supraactiv (frrs: +ransindex 7ogi)
beneficiu nerealizat  -  meg nem val&oacute;sult haszon Lásd még:  c&#226;&#351;tig nerealizat (frrs: +ransindex 7ogi)
beneficiu pierdut  -  elveszett haszon Lásd még:  c&#226;&#351;tig nerealizat (frrs: +ransindex 7ogi)
beneficiul termenului  -  a határid&#337; kedvezménye (frrs: +ransindex 7ogi)
bianco  -  kit&ouml;ltetlen&uuml;l alá&iacute;rt irat, biank&oacute; (frrs: +ransindex 7ogi)
bilateral  -  kétoldali, kétoldal&uacute; Lásd még:  act juridic bilateral, contract sinalagmatic (frrs: +ransindex 7ogi)
bilet la ordin  -  saját vált&oacute; Olyan értékpap&iacute;r, amelyben a kiáll&iacute;t&oacute;ja vállalja, hogy lejáratkor meghatározott &ouml;sszeget fizet a kedvezményezettnek. (frrs: +ransindex 7ogi)
brevet de inven&#355;ie  -  találmányi szabadalom/szabadalmaztathat&oacute; találmány Minden &uacute;j  --  a technika jelenlegi állásához nem tartoz&oacute;  --  feltalál&oacute;i tevékenységen alapul&oacute;, iparilag alkalmazhat&oacute; találmány. A találmány akkor alapul feltalál&oacute;i tevékenységen, hogyha a technika állásához képest szakember számára nem nyilvánval&oacute;. A találmány akkor alkalmazhat&oacute; iparilag, hogyha az ipar vagy a mez&#337;gazdaság valamely ágában el&#337;áll&iacute;that&oacute; és felhasználhat&oacute;. A technika állásához tartozik mindaz, ami az els&#337;bbség id&#337;pontja el&#337;tt &iacute;rásbeli, sz&oacute;beli ismertetés, gyakorlatbavétel &uacute;tján (frrs: +ransindex 7ogi)
bun  -  dolog, vagyontárgy, j&oacute;szág Olyan tárgyak (gazdasági értékek), amelyek az ember anyagi és szellemi igényeinek kielég&iacute;tésére alkalmasak és amelyek vagyoni jogok formájában eltulajdon&iacute;that&oacute;ak (elsaját&iacute;that&oacute;ak). (frrs: +ransindex 7ogi)
bun accesoriu  -  tartozék Más dolgok használatára szolgál&oacute; ing&oacute; dolgok, amelyeket azonos gazdasági rendeltetés&uuml;k kapcsol &ouml;ssze. (frrs: +ransindex 7ogi)
bun cert  -  egyedi dolog Lásd még:  bunuri individual determinate (frrs: +ransindex 7ogi)
bun consumptibil  -  elhasználhat&oacute;/p&oacute;tolhat&oacute; j&oacute;szág Olyan dolgok, amelyek rendeltetésszer&#369;en nem használhat&oacute;k, csak amennyiben egyszeri felhasználásuk során állaguk elhsznál&oacute;dik vagy azokat elidegen&iacute;tik. (frrs: +ransindex 7ogi)
bun corporal  -  anyagi/korporális j&oacute;szág Olyan dolgok, amelyeknek anyagi lét&uuml;k van, s amelyeket érzékszerveinkkel megtapasztalhatunk. (frrs: +ransindex 7ogi)
bun de gen  -  fajlagosan meghatározott dolog Lásd még:  bun generic (frrs: +ransindex 7ogi)
bun determinat generic  -  fajlagosan meghatározott dolog Lásd még:  bun generic (frrs: +ransindex 7ogi)
bun divizibil  -  oszthat&oacute; dolog Olyan dolgok, amelyek feloszlathat&oacute;ak anélk&uuml;l, hogy ezáltal rendeltetés&uuml;k megváltozna. (frrs: +ransindex 7ogi)
bun ereditar  -  hagyatéki tárgy, &ouml;r&ouml;kl&ouml;tt j&oacute;szág (frrs: +ransindex 7ogi)
bun f&#259;r&#259; st&#259;p&#226;n  -  gazdátlan dolog Azon dolgok tekinthet&#337;ek gazdátlannak, amelyeknek korábban sem volt tulajdonosa, vagy korábbi tulajdonosa szándékosan elhagyta. (frrs: +ransindex 7ogi)
bun frugifer  -  gy&uuml;m&ouml;lcs&ouml;z&#337; dolog Olyan dolgok, amelyek id&#337;szakonként és anélk&uuml;l, hogy lényeg&uuml;k elhasznál&oacute;dnék, gy&uuml;m&ouml;lcsnek nevezett más terméket áll&iacute;tanak el&#337;. (frrs: +ransindex 7ogi)
bun fungibil  -  helyettes&iacute;thet&#337; j&oacute;szág Olyan dolgok, amelyek egy k&ouml;telezettség teljes&iacute;tése során más dolgokkal helyettes&iacute;thet&#337;ek. (frrs: +ransindex 7ogi)
bun generic  -  fajlagosan meghatározott dolog Olyan dolgok, amelyeket természet&uuml;knek megfelel&#337;en az egy kateg&oacute;riába tartoz&oacute; dolgok k&ouml;z&ouml;s jegyei alapján határozzák meg. (frrs: +ransindex 7ogi)
bun gospodar  -  j&oacute; gazda kifejezés, amely a jogi nyelvben/jogi értelemben a polgári jogi jog&uuml;gyletekben résztvev&#337; ideális(absztrakt) személyt jel&ouml;li, akinek viselkedését  --  jogai és k&ouml;telezettségei gyakorlásakor átlagos gondosság jellemzi. A ,,j&oacute; gazda,, vonatkozási szempontként szolgál a k&ouml;telezettek felel&#337;sségének mértékének megállap&iacute;tásakor, abban az esetben amikor k&ouml;telezettségeik teljes vagy részleges nem teljes&iacute;tése áll fenn. A k&ouml;telezett vétkességének létezését &uacute;gy állap&iacute;tják meg, hogy magaviseletét &ouml;sszehasonl&iacute;tják azzal a cselekedettel, amelyet egy ,,j&oacute; gazda,, végzett volna egy hasonl&oacute; vagy azonos helyzetben, amelyben az illet&#337; k&ouml;telezett volt. (frrs: +ransindex 7ogi)
